time	theta
85.803	1170.83
85.804	1170.8
85.805	1170.77
85.806	1170.74
85.807	1170.71
85.808	1170.68
85.809	1170.65
85.81	1170.61
85.811	1170.58
85.812	1170.55
85.813	1170.52
85.814	1170.49
85.815	1170.46
85.816	1170.43
85.817	1170.4
85.818	1170.37
85.819	1170.34
85.82	1170.31
85.821	1170.27
85.822	1170.24
85.823	1170.21
85.824	1170.18
85.825	1170.15
85.826	1170.12
85.827	1170.09
85.828	1170.06
85.829	1170.03
85.83	1169.99
85.831	1169.96
85.832	1169.93
85.833	1169.9
85.834	1169.87
85.835	1169.84
85.836	1169.81
85.837	1169.78
85.838	1169.75
85.839	1169.71
85.84	1169.68
85.841	1169.65
85.842	1169.62
85.843	1169.59
85.844	1169.56
85.845	1169.53
85.846	1169.5
85.847	1169.46
85.848	1169.43
85.849	1169.4
85.85	1169.37
85.851	1169.34
85.852	1169.31
85.853	1169.28
85.854	1169.25
85.855	1169.21
85.856	1169.18
85.857	1169.15
85.858	1169.12
85.859	1169.09
85.86	1169.06
85.861	1169.03
85.862	1168.99
85.863	1168.96
85.864	1168.93
85.865	1168.9
85.866	1168.87
85.867	1168.84
85.868	1168.81
85.869	1168.77
85.87	1168.74
85.871	1168.71
85.872	1168.68
85.873	1168.65
85.874	1168.62
85.875	1168.59
85.876	1168.55
85.877	1168.52
85.878	1168.49
85.879	1168.46
85.88	1168.43
85.881	1168.4
85.882	1168.37
85.883	1168.33
85.884	1168.3
85.885	1168.27
85.886	1168.24
85.887	1168.21
85.888	1168.18
85.889	1168.14
85.89	1168.11
85.891	1168.08
85.892	1168.05
85.893	1168.02
85.894	1167.99
85.895	1167.95
85.896	1167.92
85.897	1167.89
85.898	1167.86
85.899	1167.83
85.9	1167.79
85.901	1167.76
85.902	1167.73
85.903	1167.7
85.904	1167.67
85.905	1167.64
85.906	1167.6
85.907	1167.57
85.908	1167.54
85.909	1167.51
85.91	1167.48
85.911	1167.44
85.912	1167.41
85.913	1167.38
85.914	1167.35
85.915	1167.32
85.916	1167.29
85.917	1167.25
85.918	1167.22
85.919	1167.19
85.92	1167.16
85.921	1167.13
85.922	1167.09
85.923	1167.06
85.924	1167.03
85.925	1167
85.926	1166.97
85.927	1166.93
85.928	1166.9
85.929	1166.87
85.93	1166.84
85.931	1166.81
85.932	1166.77
85.933	1166.74
85.934	1166.71
85.935	1166.68
85.936	1166.64
85.937	1166.61
85.938	1166.58
85.939	1166.55
85.94	1166.52
85.941	1166.48
85.942	1166.45
85.943	1166.42
85.944	1166.39
85.945	1166.36
85.946	1166.32
85.947	1166.29
85.948	1166.26
85.949	1166.23
85.95	1166.19
85.951	1166.16
85.952	1166.13
85.953	1166.1
85.954	1166.07
85.955	1166.03
85.956	1166
85.957	1165.97
85.958	1165.94
85.959	1165.9
85.96	1165.87
85.961	1165.84
85.962	1165.81
85.963	1165.77
85.964	1165.74
85.965	1165.71
85.966	1165.68
85.967	1165.64
85.968	1165.61
85.969	1165.58
85.97	1165.55
85.971	1165.51
85.972	1165.48
85.973	1165.45
85.974	1165.42
85.975	1165.38
85.976	1165.35
85.977	1165.32
85.978	1165.29
85.979	1165.25
85.98	1165.22
85.981	1165.19
85.982	1165.16
85.983	1165.12
85.984	1165.09
85.985	1165.06
85.986	1165.03
85.987	1164.99
85.988	1164.96
85.989	1164.93
85.99	1164.9
85.991	1164.86
85.992	1164.83
85.993	1164.8
85.994	1164.77
85.995	1164.73
85.996	1164.7
85.997	1164.67
85.998	1164.64
85.999	1164.6
86	1164.57
86.001	1164.54
86.002	1164.5
86.003	1164.47
86.004	1164.44
86.005	1164.41
86.006	1164.37
86.007	1164.34
86.008	1164.31
86.009	1164.27
86.01	1164.24
86.011	1164.21
86.012	1164.18
86.013	1164.14
86.014	1164.11
86.015	1164.08
86.016	1164.04
86.017	1164.01
86.018	1163.98
86.019	1163.95
86.02	1163.91
86.021	1163.88
86.022	1163.85
86.023	1163.81
86.024	1163.78
86.025	1163.75
86.026	1163.72
86.027	1163.68
86.028	1163.65
86.029	1163.62
86.03	1163.58
86.031	1163.55
86.032	1163.52
86.033	1163.48
86.034	1163.45
86.035	1163.42
86.036	1163.38
86.037	1163.35
86.038	1163.32
86.039	1163.29
86.04	1163.25
86.041	1163.22
86.042	1163.19
86.043	1163.15
86.044	1163.12
86.045	1163.09
86.046	1163.05
86.047	1163.02
86.048	1162.99
86.049	1162.95
86.05	1162.92
86.051	1162.89
86.052	1162.85
86.053	1162.82
86.054	1162.79
86.055	1162.75
86.056	1162.72
86.057	1162.69
86.058	1162.65
86.059	1162.62
86.06	1162.59
86.061	1162.55
86.062	1162.52
86.063	1162.49
86.064	1162.45
86.065	1162.42
86.066	1162.39
86.067	1162.35
86.068	1162.32
86.069	1162.29
86.07	1162.25
86.071	1162.22
86.072	1162.19
86.073	1162.15
86.074	1162.12
86.075	1162.09
86.076	1162.05
86.077	1162.02
86.078	1161.99
86.079	1161.95
86.08	1161.92
86.081	1161.89
86.082	1161.85
86.083	1161.82
86.084	1161.79
86.085	1161.75
86.086	1161.72
86.087	1161.69
86.088	1161.65
86.089	1161.62
86.09	1161.58
86.091	1161.55
86.092	1161.52
86.093	1161.48
86.094	1161.45
86.095	1161.42
86.096	1161.38
86.097	1161.35
86.098	1161.32
86.099	1161.28
86.1	1161.25
86.101	1161.21
86.102	1161.18
86.103	1161.15
86.104	1161.11
86.105	1161.08
86.106	1161.05
86.107	1161.01
86.108	1160.98
86.109	1160.94
86.11	1160.91
86.111	1160.88
86.112	1160.84
86.113	1160.81
86.114	1160.78
86.115	1160.74
86.116	1160.71
86.117	1160.67
86.118	1160.64
86.119	1160.61
86.12	1160.57
86.121	1160.54
86.122	1160.5
86.123	1160.47
86.124	1160.44
86.125	1160.4
86.126	1160.37
86.127	1160.33
86.128	1160.3
86.129	1160.27
86.13	1160.23
86.131	1160.2
86.132	1160.16
86.133	1160.13
86.134	1160.1
86.135	1160.06
86.136	1160.03
86.137	1159.99
86.138	1159.96
86.139	1159.93
86.14	1159.89
86.141	1159.86
86.142	1159.82
86.143	1159.79
86.144	1159.76
86.145	1159.72
86.146	1159.69
86.147	1159.65
86.148	1159.62
86.149	1159.59
86.15	1159.55
86.151	1159.52
86.152	1159.48
86.153	1159.45
86.154	1159.41
86.155	1159.38
86.156	1159.35
86.157	1159.31
86.158	1159.28
86.159	1159.24
86.16	1159.21
86.161	1159.17
86.162	1159.14
86.163	1159.11
86.164	1159.07
86.165	1159.04
86.166	1159
86.167	1158.97
86.168	1158.93
86.169	1158.9
86.17	1158.87
86.171	1158.83
86.172	1158.8
86.173	1158.76
86.174	1158.73
86.175	1158.69
86.176	1158.66
86.177	1158.63
86.178	1158.59
86.179	1158.56
86.18	1158.52
86.181	1158.49
86.182	1158.45
86.183	1158.42
86.184	1158.38
86.185	1158.35
86.186	1158.31
86.187	1158.28
86.188	1158.25
86.189	1158.21
86.19	1158.18
86.191	1158.14
86.192	1158.11
86.193	1158.07
86.194	1158.04
86.195	1158
86.196	1157.97
86.197	1157.93
86.198	1157.9
86.199	1157.87
86.2	1157.83
86.201	1157.8
86.202	1157.76
86.203	1157.73
86.204	1157.69
86.205	1157.66
86.206	1157.62
86.207	1157.59
86.208	1157.55
86.209	1157.52
86.21	1157.48
86.211	1157.45
86.212	1157.41
86.213	1157.38
86.214	1157.34
86.215	1157.31
86.216	1157.28
86.217	1157.24
86.218	1157.21
86.219	1157.17
86.22	1157.14
86.221	1157.1
86.222	1157.07
86.223	1157.03
86.224	1157
86.225	1156.96
86.226	1156.93
86.227	1156.89
86.228	1156.86
86.229	1156.82
86.23	1156.79
86.231	1156.75
86.232	1156.72
86.233	1156.68
86.234	1156.65
86.235	1156.61
86.236	1156.58
86.237	1156.54
86.238	1156.51
86.239	1156.47
86.24	1156.44
86.241	1156.4
86.242	1156.37
86.243	1156.33
86.244	1156.3
86.245	1156.26
86.246	1156.23
86.247	1156.19
86.248	1156.16
86.249	1156.12
86.25	1156.09
86.251	1156.05
86.252	1156.02
86.253	1155.98
86.254	1155.95
86.255	1155.91
86.256	1155.88
86.257	1155.84
86.258	1155.81
86.259	1155.77
86.26	1155.73
86.261	1155.7
86.262	1155.66
86.263	1155.63
86.264	1155.59
86.265	1155.56
86.266	1155.52
86.267	1155.49
86.268	1155.45
86.269	1155.42
86.27	1155.38
86.271	1155.35
86.272	1155.31
86.273	1155.28
86.274	1155.24
86.275	1155.21
86.276	1155.17
86.277	1155.13
86.278	1155.1
86.279	1155.06
86.28	1155.03
86.281	1154.99
86.282	1154.96
86.283	1154.92
86.284	1154.89
86.285	1154.85
86.286	1154.82
86.287	1154.78
86.288	1154.75
86.289	1154.71
86.29	1154.67
86.291	1154.64
86.292	1154.6
86.293	1154.57
86.294	1154.53
86.295	1154.5
86.296	1154.46
86.297	1154.43
86.298	1154.39
86.299	1154.35
86.3	1154.32
86.301	1154.28
86.302	1154.25
86.303	1154.21
86.304	1154.18
86.305	1154.14
86.306	1154.1
86.307	1154.07
86.308	1154.03
86.309	1154
86.31	1153.96
86.311	1153.93
86.312	1153.89
86.313	1153.86
86.314	1153.82
86.315	1153.78
86.316	1153.75
86.317	1153.71
86.318	1153.68
86.319	1153.64
86.32	1153.61
86.321	1153.57
86.322	1153.53
86.323	1153.5
86.324	1153.46
86.325	1153.43
86.326	1153.39
86.327	1153.35
86.328	1153.32
86.329	1153.28
86.33	1153.25
86.331	1153.21
86.332	1153.18
86.333	1153.14
86.334	1153.1
86.335	1153.07
86.336	1153.03
86.337	1153
86.338	1152.96
86.339	1152.92
86.34	1152.89
86.341	1152.85
86.342	1152.82
86.343	1152.78
86.344	1152.74
86.345	1152.71
86.346	1152.67
86.347	1152.64
86.348	1152.6
86.349	1152.56
86.35	1152.53
86.351	1152.49
86.352	1152.46
86.353	1152.42
86.354	1152.38
86.355	1152.35
86.356	1152.31
86.357	1152.28
86.358	1152.24
86.359	1152.2
86.36	1152.17
86.361	1152.13
86.362	1152.09
86.363	1152.06
86.364	1152.02
86.365	1151.99
86.366	1151.95
86.367	1151.91
86.368	1151.88
86.369	1151.84
86.37	1151.8
86.371	1151.77
86.372	1151.73
86.373	1151.7
86.374	1151.66
86.375	1151.62
86.376	1151.59
86.377	1151.55
86.378	1151.51
86.379	1151.48
86.38	1151.44
86.381	1151.41
86.382	1151.37
86.383	1151.33
86.384	1151.3
86.385	1151.26
86.386	1151.22
86.387	1151.19
86.388	1151.15
86.389	1151.11
86.39	1151.08
86.391	1151.04
86.392	1151.01
86.393	1150.97
86.394	1150.93
86.395	1150.9
86.396	1150.86
86.397	1150.82
86.398	1150.79
86.399	1150.75
86.4	1150.71
86.401	1150.68
86.402	1150.64
86.403	1150.6
86.404	1150.57
86.405	1150.53
86.406	1150.49
86.407	1150.46
86.408	1150.42
86.409	1150.38
86.41	1150.35
86.411	1150.31
86.412	1150.27
86.413	1150.24
86.414	1150.2
86.415	1150.16
86.416	1150.13
86.417	1150.09
86.418	1150.05
86.419	1150.02
86.42	1149.98
86.421	1149.94
86.422	1149.91
86.423	1149.87
86.424	1149.83
86.425	1149.8
86.426	1149.76
86.427	1149.72
86.428	1149.69
86.429	1149.65
86.43	1149.61
86.431	1149.58
86.432	1149.54
86.433	1149.5
86.434	1149.47
86.435	1149.43
86.436	1149.39
86.437	1149.36
86.438	1149.32
86.439	1149.28
86.44	1149.25
86.441	1149.21
86.442	1149.17
86.443	1149.14
86.444	1149.1
86.445	1149.06
86.446	1149.02
86.447	1148.99
86.448	1148.95
86.449	1148.91
86.45	1148.88
86.451	1148.84
86.452	1148.8
86.453	1148.77
86.454	1148.73
86.455	1148.69
86.456	1148.65
86.457	1148.62
86.458	1148.58
86.459	1148.54
86.46	1148.51
86.461	1148.47
86.462	1148.43
86.463	1148.4
86.464	1148.36
86.465	1148.32
86.466	1148.28
86.467	1148.25
86.468	1148.21
86.469	1148.17
86.47	1148.14
86.471	1148.1
86.472	1148.06
86.473	1148.02
86.474	1147.99
86.475	1147.95
86.476	1147.91
86.477	1147.88
86.478	1147.84
86.479	1147.8
86.48	1147.76
86.481	1147.73
86.482	1147.69
86.483	1147.65
86.484	1147.61
86.485	1147.58
86.486	1147.54
86.487	1147.5
86.488	1147.47
86.489	1147.43
86.49	1147.39
86.491	1147.35
86.492	1147.32
86.493	1147.28
86.494	1147.24
86.495	1147.2
86.496	1147.17
86.497	1147.13
86.498	1147.09
86.499	1147.05
86.5	1147.02
86.501	1146.98
86.502	1146.94
86.503	1146.9
86.504	1146.87
86.505	1146.83
86.506	1146.79
86.507	1146.76
86.508	1146.72
86.509	1146.68
86.51	1146.64
86.511	1146.61
86.512	1146.57
86.513	1146.53
86.514	1146.49
86.515	1146.45
86.516	1146.42
86.517	1146.38
86.518	1146.34
86.519	1146.3
86.52	1146.27
86.521	1146.23
86.522	1146.19
86.523	1146.15
86.524	1146.12
86.525	1146.08
86.526	1146.04
86.527	1146
86.528	1145.97
86.529	1145.93
86.53	1145.89
86.531	1145.85
86.532	1145.82
86.533	1145.78
86.534	1145.74
86.535	1145.7
86.536	1145.66
86.537	1145.63
86.538	1145.59
86.539	1145.55
86.54	1145.51
86.541	1145.48
86.542	1145.44
86.543	1145.4
86.544	1145.36
86.545	1145.32
86.546	1145.29
86.547	1145.25
86.548	1145.21
86.549	1145.17
86.55	1145.14
86.551	1145.1
86.552	1145.06
86.553	1145.02
86.554	1144.98
86.555	1144.95
86.556	1144.91
86.557	1144.87
86.558	1144.83
86.559	1144.79
86.56	1144.76
86.561	1144.72
86.562	1144.68
86.563	1144.64
86.564	1144.6
86.565	1144.57
86.566	1144.53
86.567	1144.49
86.568	1144.45
86.569	1144.41
86.57	1144.38
86.571	1144.34
86.572	1144.3
86.573	1144.26
86.574	1144.22
86.575	1144.19
86.576	1144.15
86.577	1144.11
86.578	1144.07
86.579	1144.03
86.58	1144
86.581	1143.96
86.582	1143.92
86.583	1143.88
86.584	1143.84
86.585	1143.81
86.586	1143.77
86.587	1143.73
86.588	1143.69
86.589	1143.65
86.59	1143.61
86.591	1143.58
86.592	1143.54
86.593	1143.5
86.594	1143.46
86.595	1143.42
86.596	1143.38
86.597	1143.35
86.598	1143.31
86.599	1143.27
86.6	1143.23
86.601	1143.19
86.602	1143.16
86.603	1143.12
86.604	1143.08
86.605	1143.04
86.606	1143
86.607	1142.96
86.608	1142.93
86.609	1142.89
86.61	1142.85
86.611	1142.81
86.612	1142.77
86.613	1142.73
86.614	1142.69
86.615	1142.66
86.616	1142.62
86.617	1142.58
86.618	1142.54
86.619	1142.5
86.62	1142.46
86.621	1142.43
86.622	1142.39
86.623	1142.35
86.624	1142.31
86.625	1142.27
86.626	1142.23
86.627	1142.19
86.628	1142.16
86.629	1142.12
86.63	1142.08
86.631	1142.04
86.632	1142
86.633	1141.96
86.634	1141.93
86.635	1141.89
86.636	1141.85
86.637	1141.81
86.638	1141.77
86.639	1141.73
86.64	1141.69
86.641	1141.65
86.642	1141.62
86.643	1141.58
86.644	1141.54
86.645	1141.5
86.646	1141.46
86.647	1141.42
86.648	1141.38
86.649	1141.35
86.65	1141.31
86.651	1141.27
86.652	1141.23
86.653	1141.19
86.654	1141.15
86.655	1141.11
86.656	1141.07
86.657	1141.04
86.658	1141
86.659	1140.96
86.66	1140.92
86.661	1140.88
86.662	1140.84
86.663	1140.8
86.664	1140.76
86.665	1140.72
86.666	1140.69
86.667	1140.65
86.668	1140.61
86.669	1140.57
86.67	1140.53
86.671	1140.49
86.672	1140.45
86.673	1140.41
86.674	1140.37
86.675	1140.34
86.676	1140.3
86.677	1140.26
86.678	1140.22
86.679	1140.18
86.68	1140.14
86.681	1140.1
86.682	1140.06
86.683	1140.02
86.684	1139.99
86.685	1139.95
86.686	1139.91
86.687	1139.87
86.688	1139.83
86.689	1139.79
86.69	1139.75
86.691	1139.71
86.692	1139.67
86.693	1139.63
86.694	1139.59
86.695	1139.56
86.696	1139.52
86.697	1139.48
86.698	1139.44
86.699	1139.4
86.7	1139.36
86.701	1139.32
86.702	1139.28
86.703	1139.24
86.704	1139.2
86.705	1139.16
86.706	1139.13
86.707	1139.09
86.708	1139.05
86.709	1139.01
86.71	1138.97
86.711	1138.93
86.712	1138.89
86.713	1138.85
86.714	1138.81
86.715	1138.77
86.716	1138.73
86.717	1138.69
86.718	1138.65
86.719	1138.62
86.72	1138.58
86.721	1138.54
86.722	1138.5
86.723	1138.46
86.724	1138.42
86.725	1138.38
86.726	1138.34
86.727	1138.3
86.728	1138.26
86.729	1138.22
86.73	1138.18
86.731	1138.14
86.732	1138.1
86.733	1138.06
86.734	1138.02
86.735	1137.99
86.736	1137.95
86.737	1137.91
86.738	1137.87
86.739	1137.83
86.74	1137.79
86.741	1137.75
86.742	1137.71
86.743	1137.67
86.744	1137.63
86.745	1137.59
86.746	1137.55
86.747	1137.51
86.748	1137.47
86.749	1137.43
86.75	1137.39
86.751	1137.35
86.752	1137.31
86.753	1137.27
86.754	1137.23
86.755	1137.2
86.756	1137.16
86.757	1137.12
86.758	1137.08
86.759	1137.04
86.76	1137
86.761	1136.96
86.762	1136.92
86.763	1136.88
86.764	1136.84
86.765	1136.8
86.766	1136.76
86.767	1136.72
86.768	1136.68
86.769	1136.64
86.77	1136.6
86.771	1136.56
86.772	1136.52
86.773	1136.48
86.774	1136.44
86.775	1136.4
86.776	1136.36
86.777	1136.32
86.778	1136.28
86.779	1136.24
86.78	1136.2
86.781	1136.16
86.782	1136.12
86.783	1136.08
86.784	1136.04
86.785	1136
86.786	1135.96
86.787	1135.92
86.788	1135.88
86.789	1135.84
86.79	1135.8
86.791	1135.76
86.792	1135.73
86.793	1135.69
86.794	1135.65
86.795	1135.61
86.796	1135.57
86.797	1135.53
86.798	1135.49
86.799	1135.45
86.8	1135.41
86.801	1135.37
86.802	1135.33
86.803	1135.29
86.804	1135.25
86.805	1135.21
86.806	1135.17
86.807	1135.13
86.808	1135.09
86.809	1135.05
86.81	1135.01
86.811	1134.97
86.812	1134.93
86.813	1134.89
86.814	1134.85
86.815	1134.81
86.816	1134.77
86.817	1134.73
86.818	1134.69
86.819	1134.65
86.82	1134.61
86.821	1134.57
86.822	1134.52
86.823	1134.48
86.824	1134.44
86.825	1134.4
86.826	1134.36
86.827	1134.32
86.828	1134.28
86.829	1134.24
86.83	1134.2
86.831	1134.16
86.832	1134.12
86.833	1134.08
86.834	1134.04
86.835	1134
86.836	1133.96
86.837	1133.92
86.838	1133.88
86.839	1133.84
86.84	1133.8
86.841	1133.76
86.842	1133.72
86.843	1133.68
86.844	1133.64
86.845	1133.6
86.846	1133.56
86.847	1133.52
86.848	1133.48
86.849	1133.44
86.85	1133.4
86.851	1133.36
86.852	1133.32
86.853	1133.28
86.854	1133.24
86.855	1133.2
86.856	1133.16
86.857	1133.12
86.858	1133.08
86.859	1133.04
86.86	1132.99
86.861	1132.95
86.862	1132.91
86.863	1132.87
86.864	1132.83
86.865	1132.79
86.866	1132.75
86.867	1132.71
86.868	1132.67
86.869	1132.63
86.87	1132.59
86.871	1132.55
86.872	1132.51
86.873	1132.47
86.874	1132.43
86.875	1132.39
86.876	1132.35
86.877	1132.31
86.878	1132.27
86.879	1132.23
86.88	1132.18
86.881	1132.14
86.882	1132.1
86.883	1132.06
86.884	1132.02
86.885	1131.98
86.886	1131.94
86.887	1131.9
86.888	1131.86
86.889	1131.82
86.89	1131.78
86.891	1131.74
86.892	1131.7
86.893	1131.66
86.894	1131.62
86.895	1131.58
86.896	1131.53
86.897	1131.49
86.898	1131.45
86.899	1131.41
86.9	1131.37
86.901	1131.33
86.902	1131.29
86.903	1131.25
86.904	1131.21
86.905	1131.17
86.906	1131.13
86.907	1131.09
86.908	1131.05
86.909	1131.01
86.91	1130.96
86.911	1130.92
86.912	1130.88
86.913	1130.84
86.914	1130.8
86.915	1130.76
86.916	1130.72
86.917	1130.68
86.918	1130.64
86.919	1130.6
86.92	1130.56
86.921	1130.52
86.922	1130.47
86.923	1130.43
86.924	1130.39
86.925	1130.35
86.926	1130.31
86.927	1130.27
86.928	1130.23
86.929	1130.19
86.93	1130.15
86.931	1130.11
86.932	1130.06
86.933	1130.02
86.934	1129.98
86.935	1129.94
86.936	1129.9
86.937	1129.86
86.938	1129.82
86.939	1129.78
86.94	1129.74
86.941	1129.7
86.942	1129.65
86.943	1129.61
86.944	1129.57
86.945	1129.53
86.946	1129.49
86.947	1129.45
86.948	1129.41
86.949	1129.37
86.95	1129.33
86.951	1129.29
86.952	1129.24
86.953	1129.2
86.954	1129.16
86.955	1129.12
86.956	1129.08
86.957	1129.04
86.958	1129
86.959	1128.96
86.96	1128.92
86.961	1128.87
86.962	1128.83
86.963	1128.79
86.964	1128.75
86.965	1128.71
86.966	1128.67
86.967	1128.63
86.968	1128.59
86.969	1128.54
86.97	1128.5
86.971	1128.46
86.972	1128.42
86.973	1128.38
86.974	1128.34
86.975	1128.3
86.976	1128.26
86.977	1128.21
86.978	1128.17
86.979	1128.13
86.98	1128.09
86.981	1128.05
86.982	1128.01
86.983	1127.97
86.984	1127.93
86.985	1127.88
86.986	1127.84
86.987	1127.8
86.988	1127.76
86.989	1127.72
86.99	1127.68
86.991	1127.64
86.992	1127.59
86.993	1127.55
86.994	1127.51
86.995	1127.47
86.996	1127.43
86.997	1127.39
86.998	1127.35
86.999	1127.3
87	1127.26
87.001	1127.22
87.002	1127.18
87.003	1127.14
87.004	1127.1
87.005	1127.06
87.006	1127.01
87.007	1126.97
87.008	1126.93
87.009	1126.89
87.01	1126.85
87.011	1126.81
87.012	1126.76
87.013	1126.72
87.014	1126.68
87.015	1126.64
87.016	1126.6
87.017	1126.56
87.018	1126.52
87.019	1126.47
87.02	1126.43
87.021	1126.39
87.022	1126.35
87.023	1126.31
87.024	1126.27
87.025	1126.22
87.026	1126.18
87.027	1126.14
87.028	1126.1
87.029	1126.06
87.03	1126.02
87.031	1125.97
87.032	1125.93
87.033	1125.89
87.034	1125.85
87.035	1125.81
87.036	1125.77
87.037	1125.72
87.038	1125.68
87.039	1125.64
87.04	1125.6
87.041	1125.56
87.042	1125.52
87.043	1125.47
87.044	1125.43
87.045	1125.39
87.046	1125.35
87.047	1125.31
87.048	1125.27
87.049	1125.22
87.05	1125.18
87.051	1125.14
87.052	1125.1
87.053	1125.06
87.054	1125.01
87.055	1124.97
87.056	1124.93
87.057	1124.89
87.058	1124.85
87.059	1124.81
87.06	1124.76
87.061	1124.72
87.062	1124.68
87.063	1124.64
87.064	1124.6
87.065	1124.55
87.066	1124.51
87.067	1124.47
87.068	1124.43
87.069	1124.39
87.07	1124.34
87.071	1124.3
87.072	1124.26
87.073	1124.22
87.074	1124.18
87.075	1124.13
87.076	1124.09
87.077	1124.05
87.078	1124.01
87.079	1123.97
87.08	1123.92
87.081	1123.88
87.082	1123.84
87.083	1123.8
87.084	1123.76
87.085	1123.71
87.086	1123.67
87.087	1123.63
87.088	1123.59
87.089	1123.55
87.09	1123.5
87.091	1123.46
87.092	1123.42
87.093	1123.38
87.094	1123.34
87.095	1123.29
87.096	1123.25
87.097	1123.21
87.098	1123.17
87.099	1123.13
87.1	1123.08
87.101	1123.04
87.102	1123
87.103	1122.96
87.104	1122.91
87.105	1122.87
87.106	1122.83
87.107	1122.79
87.108	1122.75
87.109	1122.7
87.11	1122.66
87.111	1122.62
87.112	1122.58
87.113	1122.53
87.114	1122.49
87.115	1122.45
87.116	1122.41
87.117	1122.37
87.118	1122.32
87.119	1122.28
87.12	1122.24
87.121	1122.2
87.122	1122.15
87.123	1122.11
87.124	1122.07
87.125	1122.03
87.126	1121.99
87.127	1121.94
87.128	1121.9
87.129	1121.86
87.13	1121.82
87.131	1121.77
87.132	1121.73
87.133	1121.69
87.134	1121.65
87.135	1121.6
87.136	1121.56
87.137	1121.52
87.138	1121.48
87.139	1121.44
87.14	1121.39
87.141	1121.35
87.142	1121.31
87.143	1121.27
87.144	1121.22
87.145	1121.18
87.146	1121.14
87.147	1121.1
87.148	1121.05
87.149	1121.01
87.15	1120.97
87.151	1120.93
87.152	1120.88
87.153	1120.84
87.154	1120.8
87.155	1120.76
87.156	1120.71
87.157	1120.67
87.158	1120.63
87.159	1120.59
87.16	1120.54
87.161	1120.5
87.162	1120.46
87.163	1120.42
87.164	1120.37
87.165	1120.33
87.166	1120.29
87.167	1120.25
87.168	1120.2
87.169	1120.16
87.17	1120.12
87.171	1120.08
87.172	1120.03
87.173	1119.99
87.174	1119.95
87.175	1119.91
87.176	1119.86
87.177	1119.82
87.178	1119.78
87.179	1119.73
87.18	1119.69
87.181	1119.65
87.182	1119.61
87.183	1119.56
87.184	1119.52
87.185	1119.48
87.186	1119.44
87.187	1119.39
87.188	1119.35
87.189	1119.31
87.19	1119.27
87.191	1119.22
87.192	1119.18
87.193	1119.14
87.194	1119.09
87.195	1119.05
87.196	1119.01
87.197	1118.97
87.198	1118.92
87.199	1118.88
87.2	1118.84
87.201	1118.8
87.202	1118.75
87.203	1118.71
87.204	1118.67
87.205	1118.62
87.206	1118.58
87.207	1118.54
87.208	1118.5
87.209	1118.45
87.21	1118.41
87.211	1118.37
87.212	1118.32
87.213	1118.28
87.214	1118.24
87.215	1118.2
87.216	1118.15
87.217	1118.11
87.218	1118.07
87.219	1118.02
87.22	1117.98
87.221	1117.94
87.222	1117.9
87.223	1117.85
87.224	1117.81
87.225	1117.77
87.226	1117.72
87.227	1117.68
87.228	1117.64
87.229	1117.6
87.23	1117.55
87.231	1117.51
87.232	1117.47
87.233	1117.42
87.234	1117.38
87.235	1117.34
87.236	1117.29
87.237	1117.25
87.238	1117.21
87.239	1117.17
87.24	1117.12
87.241	1117.08
87.242	1117.04
87.243	1116.99
87.244	1116.95
87.245	1116.91
87.246	1116.86
87.247	1116.82
87.248	1116.78
87.249	1116.74
87.25	1116.69
87.251	1116.65
87.252	1116.61
87.253	1116.56
87.254	1116.52
87.255	1116.48
87.256	1116.43
87.257	1116.39
87.258	1116.35
87.259	1116.3
87.26	1116.26
87.261	1116.22
87.262	1116.18
87.263	1116.13
87.264	1116.09
87.265	1116.05
87.266	1116
87.267	1115.96
87.268	1115.92
87.269	1115.87
87.27	1115.83
87.271	1115.79
87.272	1115.74
87.273	1115.7
87.274	1115.66
87.275	1115.61
87.276	1115.57
87.277	1115.53
87.278	1115.48
87.279	1115.44
87.28	1115.4
87.281	1115.36
87.282	1115.31
87.283	1115.27
87.284	1115.23
87.285	1115.18
87.286	1115.14
87.287	1115.1
87.288	1115.05
87.289	1115.01
87.29	1114.97
87.291	1114.92
87.292	1114.88
87.293	1114.84
87.294	1114.79
87.295	1114.75
87.296	1114.71
87.297	1114.66
87.298	1114.62
87.299	1114.58
87.3	1114.53
87.301	1114.49
87.302	1114.45
87.303	1114.4
87.304	1114.36
87.305	1114.32
87.306	1114.27
87.307	1114.23
87.308	1114.19
87.309	1114.14
87.31	1114.1
87.311	1114.06
87.312	1114.01
87.313	1113.97
87.314	1113.93
87.315	1113.88
87.316	1113.84
87.317	1113.8
87.318	1113.75
87.319	1113.71
87.32	1113.67
87.321	1113.62
87.322	1113.58
87.323	1113.53
87.324	1113.49
87.325	1113.45
87.326	1113.4
87.327	1113.36
87.328	1113.32
87.329	1113.27
87.33	1113.23
87.331	1113.19
87.332	1113.14
87.333	1113.1
87.334	1113.06
87.335	1113.01
87.336	1112.97
87.337	1112.93
87.338	1112.88
87.339	1112.84
87.34	1112.8
87.341	1112.75
87.342	1112.71
87.343	1112.66
87.344	1112.62
87.345	1112.58
87.346	1112.53
87.347	1112.49
87.348	1112.45
87.349	1112.4
87.35	1112.36
87.351	1112.32
87.352	1112.27
87.353	1112.23
87.354	1112.19
87.355	1112.14
87.356	1112.1
87.357	1112.05
87.358	1112.01
87.359	1111.97
87.36	1111.92
87.361	1111.88
